"","ppt","response","statement","truth","pos_judgment_phase","check_seriousness","check_attention","pos_exposure_phase","repetition","fakeness_judg"
"4951","7577","resp_fake_news","Cats can be allergic to people.","true",30,1,1,14,"repeated",1
"4952","7577","resp_real_news","Russia produces the most aluminum worldwide.","false",31,1,1,NA,"new",0
"4953","7577","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",32,1,1,10,"repeated",0
"4954","7577","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",33,1,1,NA,"new",0
"4955","7577","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",34,1,1,13,"repeated",0
"4956","7577","resp_real_news","People from Europe lose more hair per day than people from Africa.","true",35,1,1,NA,"new",0
"4957","7577","resp_fake_news","The heart rate of an average woman is higher than that of an average man.","true",36,1,1,NA,"new",1
"4958","7577","resp_real_news","Elon Musk was married three times.","true",37,1,1,4,"repeated",0
"4959","7577","resp_fake_news","Sinti and Roma originally come from India and Pakistan.","true",38,1,1,NA,"new",1
"4960","7577","resp_fake_news","Rapeseed oil damages the groundwater.","false",39,1,1,9,"repeated",1
"4961","7575","resp_fake_news","The first world climate conference was held in Geneva in 1990.","false",0,1,1,NA,"new",1
"4962","7575","resp_real_news","The actor Stan Laurel died of a heart attack.","true",1,1,1,NA,"new",0
"4963","7575","resp_fake_news","Rapeseed oil damages the groundwater.","false",2,1,1,7,"repeated",1
"4964","7575","resp_real_news","The first heart transplantation took place in Vienna.","true",3,1,1,13,"repeated",0
"4965","7575","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",4,1,1,1,"repeated",0
"4966","7575","resp_fake_news","Venezuela has less oil deposits than Norway.","false",5,1,1,12,"repeated",1
"4967","7575","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",6,1,1,11,"repeated",0
"4968","7575","resp_fake_news","Tsunami means ""beach wave"".","false",7,1,1,8,"repeated",1
"4969","7575","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",8,1,1,NA,"new",0
"4970","7575","resp_fake_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",9,1,1,NA,"new",1
"4971","7575","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",10,1,1,4,"repeated",0
"4972","7575","resp_fake_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",11,1,1,6,"repeated",1
"4973","7575","resp_fake_news","People with blood group AB+ can be blood donors for all groups A and B.","false",12,1,1,NA,"new",1
"4974","7575","resp_real_news","People from Europe lose more hair per day than people from Africa.","true",13,1,1,NA,"new",0
"4975","7575","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",14,1,1,9,"repeated",0
"4976","7575","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",15,1,1,0,"repeated",0
"4977","7575","resp_real_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",16,1,1,NA,"new",0
"4978","7575","resp_fake_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",17,1,1,5,"repeated",1
"4979","7575","resp_fake_news","Cats can be allergic to people.","true",18,1,1,NA,"new",1
"4980","7575","resp_real_news","Sinti and Roma originally come from India and Pakistan.","true",19,1,1,NA,"new",0
"4981","7575","resp_fake_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",20,1,1,2,"repeated",1
"4982","7575","resp_real_news","The gas price is not contractually linked to the oil price.","true",21,1,1,NA,"new",0
"4983","7575","resp_real_news","The left lung is larger than the right lung.","false",22,1,1,NA,"new",0
"4984","7575","resp_real_news","Nelson Mandela did boxing as a hobby.","true",23,1,1,NA,"new",0
"4985","7575","resp_real_news","Babies have more bones than adults.","true",24,1,1,15,"repeated",0
"4986","7575","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",25,1,1,16,"repeated",0
"4987","7575","resp_real_news","Rolls-Royce uses only bull skins for its leather seats.","true",26,1,1,NA,"new",0
"4988","7575","resp_real_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",27,1,1,NA,"new",0
"4989","7575","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",28,1,1,NA,"new",0
"4990","7575","resp_fake_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",29,1,1,NA,"new",1
"4991","7575","resp_real_news","Apart from humans, gorillas have only leopards as natural enemies.","true",30,1,1,10,"repeated",0
"4992","7575","resp_real_news","Elon Musk was married three times.","true",31,1,1,3,"repeated",0
"4993","7575","resp_fake_news","The largest lithium deposits in the world are located in Bolivia.","true",32,1,1,NA,"new",1
"4994","7575","resp_fake_news","Brad Pitt has a ban on entering China.","true",33,1,1,17,"repeated",1
"4995","7575","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",34,1,1,19,"repeated",0
"4996","7575","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",35,1,1,14,"repeated",0
"4997","7575","resp_real_news","Jaw muscles are the strongest muscles in the human body.","true",36,1,1,18,"repeated",0
"4998","7575","resp_real_news","Russia produces the most aluminum worldwide.","false",37,1,1,NA,"new",0
"4999","7575","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",38,1,1,NA,"new",0
"5000","7575","resp_fake_news","Michael J. Fox is suffering from multiple sclerosis.","false",39,1,1,NA,"new",1
"5001","7574","resp_real_news","The first heart transplantation took place in Vienna.","true",0,1,1,NA,"new",0
"5002","7574","resp_real_news","The gas price is not contractually linked to the oil price.","true",1,1,1,NA,"new",0
"5003","7574","resp_real_news","Venezuela has less oil deposits than Norway.","false",2,1,1,0,"repeated",0
"5004","7574","resp_fake_news","Will Smith's full name is William Carroll Smith Jr.","false",3,1,1,NA,"new",1
"5005","7574","resp_real_news","Jaw muscles are the strongest muscles in the human body.","true",4,1,1,NA,"new",0
"5006","7574","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",5,1,1,NA,"new",0
"5007","7574","resp_real_news","Tsunami means ""beach wave"".","false",6,1,1,NA,"new",0
"5008","7574","resp_fake_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",7,1,1,NA,"new",1
"5009","7574","resp_fake_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",8,1,1,8,"repeated",1
"5010","7574","resp_real_news","Rapeseed oil damages the groundwater.","false",9,1,1,19,"repeated",0
"5011","7574","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",10,1,1,7,"repeated",0
"5012","7574","resp_real_news","Elon Musk was married three times.","true",11,1,1,12,"repeated",0
"5013","7574","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",12,1,1,NA,"new",1
"5014","7574","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",13,1,1,14,"repeated",1
"5015","7574","resp_real_news","Michael J. Fox is suffering from multiple sclerosis.","false",14,1,1,17,"repeated",0
"5016","7574","resp_real_news","Brad Pitt has a ban on entering China.","true",15,1,1,NA,"new",0
"5017","7574","resp_real_news","Sinti and Roma originally come from India and Pakistan.","true",16,1,1,NA,"new",0
"5018","7574","resp_real_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",17,1,1,4,"repeated",0
"5019","7574","resp_fake_news","The actor Stan Laurel died of a heart attack.","true",18,1,1,18,"repeated",1
"5020","7574","resp_real_news","People from Europe lose more hair per day than people from Africa.","true",19,1,1,9,"repeated",0
"5021","7574","resp_fake_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",20,1,1,6,"repeated",1
"5022","7574","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",21,1,1,NA,"new",0
"5023","7574","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",22,1,1,1,"repeated",0
"5024","7574","resp_real_news","Apart from humans, gorillas have only leopards as natural enemies.","true",23,1,1,NA,"new",0
"5025","7574","resp_real_news","Russia produces the most aluminum worldwide.","false",24,1,1,NA,"new",0
"5026","7574","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",25,1,1,NA,"new",0
"5027","7574","resp_real_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",26,1,1,NA,"new",0
"5028","7574","resp_fake_news","People with blood group AB+ can be blood donors for all groups A and B.","false",27,1,1,2,"repeated",1
"5029","7574","resp_fake_news","Genetically chimpanzees are the closest relatives to humans.","true",28,1,1,15,"repeated",1
"5030","7574","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",29,1,1,11,"repeated",0
"5031","7574","resp_fake_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",30,1,1,NA,"new",1
"5032","7574","resp_fake_news","The left lung is larger than the right lung.","false",31,1,1,3,"repeated",1
"5033","7574","resp_fake_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",32,1,1,NA,"new",1
"5034","7574","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",33,1,1,NA,"new",0
"5035","7574","resp_real_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",34,1,1,5,"repeated",0
"5036","7574","resp_fake_news","Nelson Mandela did boxing as a hobby.","true",35,1,1,NA,"new",1
"5037","7574","resp_real_news","Babies have more bones than adults.","true",36,1,1,10,"repeated",0
"5038","7574","resp_real_news","Cats can be allergic to people.","true",37,1,1,13,"repeated",0
"5039","7574","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",38,1,1,NA,"new",0
"5040","7574","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",39,1,1,16,"repeated",0
"5041","7572","resp_fake_news","Apart from humans, gorillas have only leopards as natural enemies.","true",0,1,1,9,"repeated",1
"5042","7572","resp_fake_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",1,1,1,6,"repeated",1
"5043","7572","resp_real_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",2,1,1,7,"repeated",0
"5044","7572","resp_fake_news","Nelson Mandela did boxing as a hobby.","true",3,1,1,NA,"new",1
"5045","7572","resp_real_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",4,1,1,18,"repeated",0
"5046","7572","resp_fake_news","According to his own statement, Andy Warhol was bisexual.","false",5,1,1,NA,"new",1
"5047","7572","resp_fake_news","Will Smith's full name is William Carroll Smith Jr.","false",6,1,1,NA,"new",1
"5048","7572","resp_fake_news","Tsunami means ""beach wave"".","false",7,1,1,13,"repeated",1
"5049","7572","resp_fake_news","The left lung is larger than the right lung.","false",8,1,1,NA,"new",1
"5050","7572","resp_real_news","Elon Musk was married three times.","true",9,1,1,19,"repeated",0
"5051","7572","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",10,1,1,NA,"new",0
"5052","7572","resp_real_news","Babies have more bones than adults.","true",11,1,1,NA,"new",0
"5053","7572","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",12,1,1,8,"repeated",0
"5054","7572","resp_fake_news","The gas price is not contractually linked to the oil price.","true",13,1,1,NA,"new",1
"5055","7572","resp_real_news","Russia produces the most aluminum worldwide.","false",14,1,1,NA,"new",0
"5056","7572","resp_fake_news","Sinti and Roma originally come from India and Pakistan.","true",15,1,1,NA,"new",1
"5057","7572","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",16,1,1,NA,"new",1
"5058","7572","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",17,1,1,2,"repeated",0
"5059","7572","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",18,1,1,NA,"new",0
"5060","7572","resp_fake_news","Rapeseed oil damages the groundwater.","false",19,1,1,NA,"new",1
"5061","7572","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",20,1,1,NA,"new",0
"5062","7572","resp_real_news","The actor Stan Laurel died of a heart attack.","true",21,1,1,NA,"new",0
"5063","7572","resp_fake_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",22,1,1,NA,"new",1
"5064","7572","resp_real_news","Brad Pitt has a ban on entering China.","true",23,1,1,14,"repeated",0
"5065","7572","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",24,1,1,15,"repeated",0
"5066","7572","resp_fake_news","Jaw muscles are the strongest muscles in the human body.","true",25,1,1,17,"repeated",1
"5067","7572","resp_fake_news","People from Europe lose more hair per day than people from Africa.","true",26,1,1,12,"repeated",1
"5068","7572","resp_fake_news","The European state with the most inhabitants/km� is the Vatican.","false",27,1,1,5,"repeated",1
"5069","7572","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",28,1,1,NA,"new",0
"5070","7572","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",29,1,1,3,"repeated",1
"5071","7572","resp_fake_news","Cats can be allergic to people.","true",30,1,1,NA,"new",1
"5072","7572","resp_real_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",31,1,1,1,"repeated",0
"5073","7572","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",32,1,1,NA,"new",0
"5074","7572","resp_fake_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",33,1,1,16,"repeated",1
"5075","7572","resp_fake_news","Michael J. Fox is suffering from multiple sclerosis.","false",34,1,1,0,"repeated",1
"5076","7572","resp_fake_news","Venezuela has less oil deposits than Norway.","false",35,1,1,10,"repeated",1
"5077","7572","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",36,1,1,11,"repeated",0
"5078","7572","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",37,1,1,NA,"new",0
"5079","7572","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",38,1,1,NA,"new",0
"5080","7572","resp_real_news","The first heart transplantation took place in Vienna.","true",39,1,1,4,"repeated",0
"5081","7570","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",0,1,1,NA,"new",0
"5082","7570","resp_fake_news","Sinti and Roma originally come from India and Pakistan.","true",1,1,1,4,"repeated",1
"5083","7570","resp_real_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",2,1,1,11,"repeated",0
"5084","7570","resp_real_news","People from Europe lose more hair per day than people from Africa.","true",3,1,1,10,"repeated",0
"5085","7570","resp_fake_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",4,1,1,NA,"new",1
"5086","7570","resp_fake_news","The left lung is larger than the right lung.","false",5,1,1,NA,"new",1
"5087","7570","resp_fake_news","Cats can be allergic to people.","true",6,1,1,NA,"new",1
"5088","7570","resp_real_news","The gas price is not contractually linked to the oil price.","true",7,1,1,6,"repeated",0
"5089","7570","resp_real_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",8,1,1,14,"repeated",0
"5090","7570","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",9,1,1,1,"repeated",0
"5091","7570","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",10,1,1,2,"repeated",0
"5092","7570","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",11,1,1,17,"repeated",0
"5093","7570","resp_real_news","Nelson Mandela did boxing as a hobby.","true",12,1,1,7,"repeated",0
"5094","7570","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",13,1,1,0,"repeated",0
"5095","7570","resp_fake_news","Venezuela has less oil deposits than Norway.","false",14,1,1,3,"repeated",1
"5096","7570","resp_fake_news","Brad Pitt has a ban on entering China.","true",15,1,1,NA,"new",1
"5097","7570","resp_fake_news","Elon Musk was married three times.","true",16,1,1,NA,"new",1
"5098","7570","resp_real_news","The actor Stan Laurel died of a heart attack.","true",17,1,1,NA,"new",0
"5099","7570","resp_fake_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",18,1,1,NA,"new",1
"5100","7570","resp_fake_news","According to his own statement, Andy Warhol was bisexual.","false",19,1,1,NA,"new",1
"5101","7570","resp_real_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",20,1,1,NA,"new",0
"5102","7570","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",21,1,1,NA,"new",1
"5103","7570","resp_fake_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",22,1,1,NA,"new",1
"5104","7570","resp_real_news","Jaw muscles are the strongest muscles in the human body.","true",23,1,1,19,"repeated",0
"5105","7570","resp_fake_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",24,1,1,NA,"new",1
"5106","7570","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",25,1,1,NA,"new",0
"5107","7570","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",26,1,1,NA,"new",0
"5108","7570","resp_fake_news","Apart from humans, gorillas have only leopards as natural enemies.","true",27,1,1,NA,"new",1
"5109","7570","resp_fake_news","Babies have more bones than adults.","true",28,1,1,NA,"new",1
"5110","7570","resp_fake_news","Rapeseed oil damages the groundwater.","false",29,1,1,NA,"new",1
"5111","7570","resp_fake_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",30,1,1,NA,"new",1
"5112","7570","resp_real_news","The first heart transplantation took place in Vienna.","true",31,1,1,18,"repeated",0
"5113","7570","resp_fake_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",32,1,1,13,"repeated",1
"5114","7570","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",33,1,1,15,"repeated",0
"5115","7570","resp_real_news","Russia produces the most aluminum worldwide.","false",34,1,1,5,"repeated",0
"5116","7570","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",35,1,1,9,"repeated",0
"5117","7570","resp_fake_news","Michael J. Fox is suffering from multiple sclerosis.","false",36,1,1,16,"repeated",1
"5118","7570","resp_real_news","Tsunami means ""beach wave"".","false",37,1,1,8,"repeated",0
"5119","7570","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",38,1,1,NA,"new",0
"5120","7570","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",39,1,1,12,"repeated",0
"5121","7569","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",0,1,1,NA,"new",0
"5122","7569","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",1,1,1,NA,"new",0
"5123","7569","resp_fake_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",2,1,1,14,"repeated",1
"5124","7569","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",3,1,1,NA,"new",0
"5125","7569","resp_real_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",4,1,1,16,"repeated",0
"5126","7569","resp_real_news","Michael J. Fox is suffering from multiple sclerosis.","false",5,1,1,10,"repeated",0
"5127","7569","resp_real_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",6,1,1,2,"repeated",0
"5128","7569","resp_real_news","The left lung is larger than the right lung.","false",7,1,1,NA,"new",0
"5129","7569","resp_real_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",8,1,1,19,"repeated",0
"5130","7569","resp_fake_news","Apart from humans, gorillas have only leopards as natural enemies.","true",9,1,1,NA,"new",1
"5131","7569","resp_real_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",10,1,1,NA,"new",0
"5132","7569","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",11,1,1,NA,"new",0
"5133","7569","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",12,1,1,3,"repeated",0
"5134","7569","resp_fake_news","Cats can be allergic to people.","true",13,1,1,17,"repeated",1
"5135","7569","resp_real_news","Sinti and Roma originally come from India and Pakistan.","true",14,1,1,NA,"new",0
"5136","7569","resp_real_news","The first heart transplantation took place in Vienna.","true",15,1,1,NA,"new",0
"5137","7569","resp_real_news","Tsunami means ""beach wave"".","false",16,1,1,NA,"new",0
"5138","7569","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",17,1,1,NA,"new",0
"5139","7569","resp_real_news","The actor Stan Laurel died of a heart attack.","true",18,1,1,15,"repeated",0
"5140","7569","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",19,1,1,6,"repeated",0
"5141","7569","resp_fake_news","Venezuela has less oil deposits than Norway.","false",20,1,1,11,"repeated",1
"5142","7569","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",21,1,1,NA,"new",0
"5143","7569","resp_fake_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",22,1,1,0,"repeated",1
"5144","7569","resp_real_news","Nelson Mandela did boxing as a hobby.","true",23,1,1,4,"repeated",0
"5145","7569","resp_real_news","Elon Musk was married three times.","true",24,1,1,NA,"new",0
"5146","7569","resp_real_news","Russia produces the most aluminum worldwide.","false",25,1,1,NA,"new",0
"5147","7569","resp_real_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",26,1,1,NA,"new",0
"5148","7569","resp_real_news","Rapeseed oil damages the groundwater.","false",27,1,1,9,"repeated",0
"5149","7569","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",28,1,1,7,"repeated",0
"5150","7569","resp_fake_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",29,1,1,18,"repeated",1
"5151","7569","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",30,1,1,NA,"new",1
"5152","7569","resp_real_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",31,1,1,1,"repeated",0
"5153","7569","resp_fake_news","People from Europe lose more hair per day than people from Africa.","true",32,1,1,8,"repeated",1
"5154","7569","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",33,1,1,12,"repeated",0
"5155","7569","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",34,1,1,NA,"new",0
"5156","7569","resp_fake_news","Jaw muscles are the strongest muscles in the human body.","true",35,1,1,13,"repeated",1
"5157","7569","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",36,1,1,5,"repeated",0
"5158","7569","resp_real_news","Babies have more bones than adults.","true",37,1,1,NA,"new",0
"5159","7569","resp_fake_news","Brad Pitt has a ban on entering China.","true",38,1,1,NA,"new",1
"5160","7569","resp_real_news","The gas price is not contractually linked to the oil price.","true",39,1,1,NA,"new",0
"5161","7568","resp_fake_news","The largest lithium deposits in the world are located in Bolivia.","true",0,1,1,NA,"new",1
"5162","7568","resp_fake_news","Brad Pitt has a ban on entering China.","true",1,1,1,17,"repeated",1
"5163","7568","resp_real_news","Melania Trump was born in the Slovenian city of Novo Mesto.","true",2,1,1,1,"repeated",0
"5164","7568","resp_fake_news","Rolls-Royce uses only bull skins for its leather seats.","true",3,1,1,NA,"new",1
"5165","7568","resp_real_news","Tsunami means ""beach wave"".","false",4,1,1,NA,"new",0
"5166","7568","resp_real_news","The Spanish King Felipe VI is descended from the Merovingian dynasty.","false",5,1,1,19,"repeated",0
"5167","7568","resp_real_news","According to his own statement, Andy Warhol was bisexual.","false",6,1,1,0,"repeated",0
"5168","7568","resp_fake_news","Venezuela has less oil deposits than Norway.","false",7,1,1,NA,"new",1
"5169","7568","resp_real_news","The actor Stan Laurel died of a heart attack.","true",8,1,1,NA,"new",0
"5170","7568","resp_real_news","In heterosexual people the number of new HIV infections has been stable since 2010.","false",9,1,1,NA,"new",0
"5171","7568","resp_fake_news","The first world climate conference was held in Geneva in 1990.","false",10,1,1,18,"repeated",1
"5172","7568","resp_real_news","The left lung is larger than the right lung.","false",11,1,1,2,"repeated",0
"5173","7568","resp_fake_news","The slogan of the European Union ""United in diversity"" is based on an internet survey among students.","false",12,1,1,7,"repeated",1
"5174","7568","resp_real_news","Babies have more bones than adults.","true",13,1,1,13,"repeated",0
"5175","7568","resp_fake_news","Russia produces the most aluminum worldwide.","false",14,1,1,NA,"new",1
"5176","7568","resp_real_news","Apart from humans, gorillas have only leopards as natural enemies.","true",15,1,1,14,"repeated",0
"5177","7568","resp_fake_news","Sinti and Roma originally come from India and Pakistan.","true",16,1,1,3,"repeated",1
"5178","7568","resp_fake_news","People from Europe lose more hair per day than people from Africa.","true",17,1,1,15,"repeated",1
"5179","7568","resp_real_news","The European state with the most inhabitants/km� is the Vatican.","false",18,1,1,NA,"new",0
"5180","7568","resp_real_news","The heart rate of an average woman is higher than that of an average man.","true",19,1,1,4,"repeated",0
"5181","7568","resp_fake_news","The gas price is not contractually linked to the oil price.","true",20,1,1,NA,"new",1
"5182","7568","resp_real_news","Elvis and Priscilla Presley have a biological child.","true",21,1,1,NA,"new",0
"5183","7568","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",22,1,1,NA,"new",0
"5184","7568","resp_fake_news","Jaw muscles are the strongest muscles in the human body.","true",23,1,1,16,"repeated",1
"5185","7568","resp_real_news","Elon Musk was married three times.","true",24,1,1,NA,"new",0
"5186","7568","resp_real_news","Will Smith's full name is William Carroll Smith Jr.","false",25,1,1,6,"repeated",0
"5187","7568","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",26,1,1,NA,"new",0
"5188","7568","resp_real_news","If you perceive different smells in both nostrils you will only perceive one of the two smells.","true",27,1,1,NA,"new",0
"5189","7568","resp_fake_news","Cats can be allergic to people.","true",28,1,1,NA,"new",1
"5190","7568","resp_real_news","The form of government of the United Arab Emirates is a constitutional monarchy.","false",29,1,1,5,"repeated",0
"5191","7568","resp_real_news","With the Good Friday Agreement, Ireland reaffirmed its demand for reunification with Northern Ireland.","false",30,1,1,NA,"new",0
"5192","7568","resp_fake_news","Michael J. Fox is suffering from multiple sclerosis.","false",31,1,1,8,"repeated",1
"5193","7568","resp_fake_news","Rapeseed oil damages the groundwater.","false",32,1,1,NA,"new",1
"5194","7568","resp_fake_news","Bond actor Pierce Brosnan worked as a firebreather for three years.","true",33,1,1,12,"repeated",1
"5195","7568","resp_real_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",34,1,1,11,"repeated",0
"5196","7568","resp_real_news","The first heart transplantation took place in Vienna.","true",35,1,1,9,"repeated",0
"5197","7568","resp_real_news","Nelson Mandela did boxing as a hobby.","true",36,1,1,NA,"new",0
"5198","7568","resp_fake_news","Aspirin rarely (1 case in 1000 to 10000) leads to micro-bleeding in the gastrointestinal tract.","false",37,1,1,10,"repeated",1
"5199","7568","resp_fake_news","In Italy, Spain, and Portugal, solar power is more expensive than electricity from coal combustion.","false",38,1,1,NA,"new",1
"5200","7568","resp_real_news","Genetically chimpanzees are the closest relatives to humans.","true",39,1,1,NA,"new",0
"5201","7567","resp_real_news","The first world climate conference was held in Geneva in 1990.","false",0,1,1,NA,"new",0
"5202","7567","resp_real_news","In France, women were allowed to vote for the first time in 1919.","false",1,1,1,NA,"new",0
"5203","7567","resp_fake_news","The heart rate of an average woman is higher than that of an average man.","true",2,1,1,2,"repeated",1
"5204","7567","resp_real_news","The largest lithium deposits in the world are located in Bolivia.","true",3,1,1,12,"repeated",0
"5205","7567","resp_real_news","Michael J. Fox is suffering from multiple sclerosis.","false",4,1,1,8,"repeated",0
"5206","7567","resp_fake_news","Will Smith's full name is William Carroll Smith Jr.","false",5,1,1,NA,"new",1
"5207","7567","resp_real_news","Elon Musk was married three times.","true",6,1,1,9,"repeated",0
"5208","7567","resp_real_news","The actor Stan Laurel died of a heart attack.","true",7,1,1,NA,"new",0
"5209","7567","resp_real_news","People from Europe lose more hair per day than people from Africa.","true",8,1,1,NA,"new",0
"5210","7567","resp_fake_news","Rapeseed oil damages the groundwater.","false",9,1,1,NA,"new",1
"5211","7567","resp_real_news","Hugh Grant was twice convicted of public misdemeanor of sexual nature.","false",10,1,1,NA,"new",0
"5212","7567","resp_real_news","People with blood group AB+ can be blood donors for all groups A and B.","false",11,1,1,0,"repeated",0
